,point.objects.object0.position[0],point.objects.object0.position[1],point.objects.object0.position[2],point.params.quoted_param0,point.params.quoted_param1,rho
0,-5.816664579646751,0.0,0.0,92530.08684212307,4.0,-3.8669882576529666
